Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão","Manual (M)
Automática (A)
Automática Dupla Embreagem (DCT)
Automatizada (MTA)
Contínua
(CVT)",Ar Cond.,"Hidráulica (H)
Mecânica (M)
Elétrica (E)
Eletro- hidráulica (E-H)","Elétrico Puro (E)
Gasolina (G)
Flex (F)
Diesel (D)","NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)",Redução Relativa ao  Limite,"CO2
fóssil (g/km)","CO2
fóssil (g/km)","CO2e
fóssil (g/km)",Cidade (km/l),Estrada (km/l),Cidade (km/l),Estrada (km/l),Cidade (km/l e),Estrada (km/l e),Consumo Energético (MJ/km),"Autonomia no modo Elétrico (km)
Norma SAE J1634","Comparação Relativa
na Categoria",Comparação Absoluta Geral,"Selo CONPET
de Eficiência Energética"
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P550 SVR,5.0-32V,Combustão,A-8,S,E,G,17,203,2,A,\,214,\,\,\,5.6,8.4,\,\,3.42,\,E,E,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,E-PACE,P250F,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,\,\,2.61,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,E-PACE,P250F RDYNS,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,\,\,2.61,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,E-PACE,P250F RDYNSE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,\,\,2.61,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,E-PACE,P250F SE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,\,\,2.61,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,E-PACE,P250F S,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,\,\,2.61,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P340,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,7.4,10.0,\,\,2.65,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P340 RDYN S,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,7.4,10.0,\,\,2.65,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P340 RDYN SE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,7.4,10.0,\,\,2.65,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P340 RDYNHSE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,7.4,10.0,\,\,2.65,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,32,277,1,A,\,163,\,\,\,7.4,10.0,\,\,2.65,\,C,D,-
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,PHEV,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,7.4,8.6,19.3,26.3,0.93,35,A,A,SIM
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,PHEV SE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,7.4,8.6,19.3,26.3,0.93,35,A,A,SIM
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,PHEV RDYN S,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,7.4,8.6,19.3,26.3,0.93,35,A,A,SIM
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,PHEV RDYN SE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,7.4,8.6,19.3,26.3,0.93,35,A,A,SIM
"Utilitário Esportivo
Grande 4x4",JAGUAR,F-PACE,PHEV RDYNHSE,2.0-16V,Plug-in,A-8,S,E,G,15,50,3,A,\,173,61,\,\,7.4,8.6,19.3,26.3,0.93,35,A,A,SIM
"Utilitário Esportivo
Grande 4x4",JEEP,COMPASS,SPORT TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,10.6,13.6,\,\,2.27,\,B,C,-
"Utilitário Esportivo
Grande 4x4",JEEP,COMPASS,LONGITUDE TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,10.6,13.6,\,\,2.27,\,B,C,-
"Utilitário Esportivo
Grande 4x4",JEEP,COMPASS,LIMITED TD (MY23),2.0 T,Combustão,A-9,S,E,D,86,12,0,A,\,168,\,\,\,10.6,13.6,\,\,2.27,\,B,C,-
"Utilitário Esportivo
Grande 4x4",Mercedes-Benz,GLC 220D,ENDR,2.0-16V,Combustão,A-9,S,E,D,22,11,0,A,\,181,\,\,\,10.3,12.1,\,\,2.42,\,B,D,-
"Utilitário Esportivo
Grande 4x4",Mercedes-Benz,GLC 220D,OFRD,2.0-16V,Combustão,A-9,S,E,D,22,11,0,A,\,181,\,\,\,10.3,12.1,\,\,2.42,\,B,D,-
"Utilitário Esportivo
Grande 4x4",Mercedes-Benz,GLE400D,Coupé,3.0-24V,Combustão,A-9,S,E,D,25,53,0,A,\,182,\,\,\,10.0,12.8,\,\,2.43,\,B,D,-
"Utilitário Esportivo
Grande 4x4",Mercedes-Benz,GLE400D,,3.0-24V,Combustão,A-9,S,E,D,19,43,0,A,\,204,\,\,\,9.0,11.5,\,\,2.72,\,C,D,-
"Utilitário Esportivo
Grande 4x4",Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,Combustão,A-9,S,E,G,9,396,0,A,\,158,\,\,\,7.9,9.8,\,\,2.57,\,C,D,-
"Utilitário Esportivo
Grande 4x4",Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,Combustão,CVT,S,E,G,26,195,0,A,\,137,\,\,\,9.1,11.2,\,\,2.22,\,A,C,-
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,CP PHE,3.0-24V,Plug-in,A-8,S,E,G,11,126,1,A,\,69,26,\,\,7.3,7.9,15.1,18.1,1.24,32,A,B,SIM
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,PHEV,3.0-24V,Plug-in,A-8,S,E,G,11,126,1,A,\,69,26,\,\,7.3,7.9,15.1,18.1,1.24,32,A,B,SIM
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,CP TSP,4.0-32V,Plug-in,A-8,S,E,G,3,131,1,A,\,87,0,\,\,6.4,7.3,13.9,15.9,1.38,30,A,B,SIM
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,TS PHE,4.0-32V,Plug-in,A-8,S,E,G,3,131,1,A,\,87,0,\,\,6.4,7.3,13.9,15.9,1.38,30,A,B,SIM
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,TURBO,4.0-32V,Combustão,A-8,S,E,G,45,154,2,A,\,225,\,\,\,5.5,7.2,\,\,3.65,\,E,E,-
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,COUPE TURBO,4.0-32V,Combustão,A-8,S,E,G,45,154,2,A,\,225,\,\,\,5.5,7.2,\,\,3.65,\,E,E,-
"Utilitário Esportivo
Grande 4x4",PORSCHE,CAYENNE,GT COUPE,4.0-32V,Combustão,A-8,S,E,G,3,107,2,A,\,218,\,\,\,5.7,7.4,\,\,3.54,\,E,E,-
"Utilitário Esportivo
Grande 4x4",SUBARU,FORESTER,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,27,61,1,A,\,111,\,\,\,12.0,12.2,\,\,1.79,\,A,C,-
"Utilitário Esportivo
Grande 4x4",SUBARU,XV,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,14,59,0,A,\,109,\,\,\,12.1,12.3,\,\,1.77,\,A,C,-
"Utilitário Esportivo
Grande 4x4",VOLVO,C40,8 ULTIMATE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,26.3,27.6,0.76,247,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,C40,8 PLUS,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,26.3,27.6,0.76,247,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,C40,8 CORE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,26.3,27.6,0.76,247,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,C40,P8 RECHARGE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,26.3,27.6,0.76,247,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,7,69,0,A,\,36,0,\,\,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,4,49,0,A,\,29,3,\,\,10.3,10.7,27.8,24.8,0.77,6,A,A,SIM
"Utilitário Esportivo
Grande 4x4",VOLVO,XC40,RECHARGE PE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,29.3,25.0,0.74,305,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,XC40,8 CORE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,29.3,25.0,0.74,305,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,XC40,8 PLUS,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,29.3,25.0,0.74,305,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,XC40,8 ULTIMATE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,29.3,25.0,0.74,305,A,A,-
"Utilitário Esportivo
Grande 4x4",VOLVO,XC40,P8 RECHARGE,ELÉTRICO,Elétrico,A,S,E,E,ND,0,0,A,\,\,\,\,\,\,\,29.3,25.0,0.74,305,A,A,-
"Fora de Estrada
Compacto",JEEP,RENEGADE,S T2704X4 (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,6.2,7.5,9.0,10.7,\,\,2.26,\,A,C,-
"Fora de Estrada
Compacto",JEEP,RENEGADE,TH T2704X4 (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,6.2,7.5,9.0,10.7,\,\,2.26,\,A,C,-
"Fora de Estrada
Compacto",JEEP,RENEGADE,S T2704X4T (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,6.2,7.5,9.0,10.7,\,\,2.26,\,A,C,-
"Fora de Estrada
Compacto",JEEP,WRANGLER,SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,22,172,0,A,\,163,\,\,\,8.0,8.9,\,\,2.64,\,C,D,-
"Fora de Estrada
Compacto",SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,18,121,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,A,C,-
"Fora de Estrada
Compacto",SUZUKI,JIMNY SIERRA,4STYLE ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,18,121,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,A,C,-
"Fora de Estrada
Compacto",SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,18,121,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,A,C,-
"Fora de Estrada
Compacto",SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,22,128,1,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-
"Fora de Estrada
Compacto",SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,22,128,1,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,\,224,\,\,\,8.2,10.3,\,\,3.03,\,D,D,-
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,\,224,\,\,\,8.2,10.3,\,\,3.03,\,D,D,-
Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,Combustão,A-8,S,E,G,29,407,1,B,\,145,\,\,\,8.6,10.5,\,\,2.36,\,B,C,-
Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380 (MY23),2.0 T,Combustão,A-9,S,E,D,184,11,0,A,\,175,\,\,\,10.2,13.2,\,\,2.37,\,B,C,-
Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380 (MY23),2.0 T,Combustão,A-9,S,E,D,184,11,0,A,\,175,\,\,\,10.2,13.2,\,\,2.37,\,B,C,-
Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD (MY23),2.0 T,Combustão,A-9,S,E,D,46,18,0,A,\,171,\,\,\,10.5,13.3,\,\,2.31,\,B,C,-
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V,Combustão,A-8,S,E-H,G,21,222,0,A,\,176,\,\,\,7.5,8.2,\,\,2.86,\,C,D,-
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,29,162,0,A,\,165,\,\,\,7.9,8.8,\,\,2.67,\,C,D,-
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,0,151,\,5.4,7.1,8.2,10.4,\,\,2.49,\,B,D,-
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,0,151,\,5.4,7.1,8.2,10.4,\,\,2.49,\,B,D,-
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,0,151,\,5.4,7.1,8.2,10.4,\,\,2.49,\,B,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,4.9,6.2,7.0,8.6,\,\,2.90,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,10.7,12.9,\,\,2.30,\,B,C,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,9.9,11.4,\,\,2.56,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,9.5,11.3,\,\,2.63,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,9.7,11.6,\,\,2.58,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,9.7,11.6,\,\,2.58,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,9.7,11.6,\,\,2.58,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSERD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,9.5,11.4,\,\,2.62,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,9.5,11.4,\,\,2.62,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SERD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,9.5,11.4,\,\,2.62,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SRD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,9.5,11.4,\,\,2.62,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SE,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,9.5,11.4,\,\,2.62,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 AB,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 HSE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 LE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SV,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,6.5,8.3,\,\,3.13,\,D,D,-
Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-
